school,Sex,RACE,ACT,batball,3flips,widgets,trucks,lilypads,water,giftwrap,Jerry,IQ,3.4K v 3.8K(2),Prestige
Michigan,Female,White,29.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,middle
Michigan,Female,White,26.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,White,31.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,middle
Michigan,Male,Asian,35.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,middle
Michigan,Male,Asian,28.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Female,White,31.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,Black,32.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,middle
Michigan,Female,Black,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,middle
Michigan,Female,White,29.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,middle
Michigan,Male,White,32.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,White,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,White,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Female,Black,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,middle
Michigan,Male,Latino,30.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,middle
Michigan,Male,White,33.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,middle
Michigan,Female,Latino,27.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,middle
Michigan,Female,Black,26.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,middle
Michigan,Female,White,32.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,middle
Michigan,Male,Black,25.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,middle
Michigan,Female,Black,26.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Male,White,33.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,Asian,28.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Female,Black,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,Other,24.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Female,White,29.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,White,31.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Male,White,31.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,middle
